role,speech_id,seg_index,pysent_label,pysent_pos,pysent_neg,pysent_neu,pysent_polarity
ST,10-03-04-m-006,43,NEU,0.1347,0.0042,0.8611,0.1305
ST,10-03-04-m-006,44,POS,0.975,0.0012,0.0238,0.9739
ST,10-03-04-m-006,45,POS,0.9838,0.0017,0.0145,0.982
ST,11-02-04-m-045,0,NEU,0.0365,0.0216,0.9418,0.0149
ST,11-02-04-m-045,1,POS,0.9768,0.0019,0.0213,0.9749
ST,11-02-04-m-045,2,NEU,0.1716,0.0142,0.8143,0.1574
ST,11-02-04-m-045,3,NEU,0.0088,0.4338,0.5574,-0.4251
ST,11-02-04-m-045,4,NEU,0.4891,0.0038,0.5071,0.4853
ST,11-02-04-m-045,5,NEU,0.0388,0.0038,0.9574,0.035
ST,11-02-04-m-045,6,NEG,0.0048,0.8533,0.1419,-0.8484
ST,11-02-04-m-045,7,NEU,0.0495,0.008,0.9425,0.0415
ST,11-02-04-m-045,8,NEG,0.0036,0.966,0.0304,-0.9624
ST,11-02-04-m-045,9,NEU,0.1326,0.0144,0.853,0.1182
ST,11-02-04-m-045,10,NEU,0.0622,0.1198,0.818,-0.0575
ST,11-02-04-m-045,11,NEU,0.0175,0.0049,0.9776,0.0126
ST,11-02-04-m-045,12,NEU,0.0472,0.0042,0.9486,0.043
ST,11-02-04-m-045,13,NEU,0.3246,0.0031,0.6723,0.3215
ST,11-02-04-m-045,14,POS,0.7485,0.0043,0.2472,0.7442
ST,11-02-04-m-046,0,POS,0.9922,0.0017,0.0061,0.9905
ST,11-02-04-m-046,1,NEU,0.2539,0.0053,0.7408,0.2486
ST,11-02-04-m-046,2,NEU,0.0234,0.0736,0.903,-0.0502
ST,11-02-04-m-046,3,NEU,0.0345,0.0037,0.9618,0.0308
ST,11-02-04-m-046,4,NEU,0.1035,0.0072,0.8893,0.0963
ST,11-02-04-m-046,5,POS,0.6443,0.0029,0.3528,0.6414
ST,11-02-04-m-046,6,POS,0.8078,0.0018,0.1904,0.806
ST,11-02-04-m-046,7,NEU,0.4529,0.0049,0.5421,0.448
ST,11-02-04-m-046,8,POS,0.897,0.0014,0.1016,0.8956
ST,11-02-04-m-046,9,POS,0.9818,0.0011,0.0171,0.9807
ST,11-02-04-m-046,10,NEU,0.1034,0.0065,0.8901,0.097
ST,11-02-04-m-046,11,NEU,0.0885,0.0084,0.9031,0.0801
ST,11-02-04-m-046,12,POS,0.771,0.0022,0.2268,0.7688
ST,11-02-04-m-046,13,NEU,0.0222,0.0088,0.969,0.0134
ST,11-02-04-m-046,14,NEU,0.0134,0.016,0.9706,-0.0026
ST,11-02-04-m-046,15,NEU,0.038,0.0296,0.9324,0.0083
ST,11-02-04-m-046,16,NEU,0.1005,0.0034,0.896,0.0971
ST,11-02-04-m-046,17,NEU,0.072,0.0154,0.9126,0.0566
ST,11-02-04-m-046,18,NEU,0.0234,0.0046,0.972,0.0188
ST,11-02-04-m-046,19,NEU,0.0539,0.0306,0.9155,0.0233
ST,11-02-04-m-046,20,NEU,0.0534,0.0057,0.9409,0.0477
ST,11-02-04-m-046,21,NEU,0.0109,0.2308,0.7584,-0.2199
ST,11-02-04-m-046,22,NEU,0.0081,0.3551,0.6368,-0.3469
ST,11-02-04-m-046,23,POS,0.8056,0.002,0.1924,0.8036
ST,11-02-04-m-046,24,POS,0.7245,0.002,0.2735,0.7225
ST,11-02-04-m-046,25,POS,0.6225,0.0022,0.3753,0.6204
ST,11-02-04-m-046,26,POS,0.818,0.0015,0.1805,0.8166
ST,11-02-04-m-046,27,NEU,0.0137,0.1105,0.8758,-0.0968
ST,11-02-04-m-046,28,POS,0.5826,0.0042,0.4133,0.5784
ST,11-02-04-m-046,29,POS,0.7933,0.0024,0.2043,0.7909
ST,11-02-04-m-046,30,POS,0.9422,0.0015,0.0563,0.9407
ST,11-02-04-m-046,31,NEU,0.2013,0.0069,0.7918,0.1943
ST,11-02-04-m-046,32,POS,0.9108,0.0015,0.0877,0.9093
ST,11-02-04-m-046,33,NEU,0.3549,0.004,0.6411,0.3509
ST,11-02-04-m-046,34,POS,0.8487,0.0063,0.145,0.8425
ST,11-02-04-m-046,35,NEU,0.2881,0.0035,0.7084,0.2845
ST,11-02-04-m-046,36,POS,0.5051,0.0028,0.4921,0.5024
ST,11-02-04-m-046,37,NEU,0.1075,0.0059,0.8866,0.1016
ST,11-02-04-m-046,38,NEG,0.004,0.6129,0.3831,-0.6089
ST,11-02-04-m-046,39,NEU,0.0056,0.1824,0.8119,-0.1768
ST,11-02-04-m-046,40,NEU,0.0609,0.0037,0.9354,0.0573
ST,11-02-04-m-046,41,NEU,0.4396,0.0025,0.5579,0.4372
ST,11-02-04-m-046,42,NEU,0.0246,0.0089,0.9665,0.0157
ST,11-02-04-m-046,43,NEU,0.0228,0.0045,0.9727,0.0183
ST,11-02-04-m-046,44,NEU,0.2086,0.0022,0.7892,0.2063
ST,11-02-04-m-046,45,POS,0.9838,0.0017,0.0145,0.982
ST,11-02-04-m-047,0,NEU,0.1653,0.0268,0.8079,0.1385
ST,11-02-04-m-047,1,POS,0.9517,0.0016,0.0467,0.95
ST,11-02-04-m-047,2,NEU,0.1513,0.0352,0.8135,0.1161
ST,11-02-04-m-047,3,NEG,0.0038,0.8243,0.1719,-0.8205
ST,11-02-04-m-047,4,NEG,0.0025,0.9503,0.0471,-0.9478
ST,11-02-04-m-047,5,NEU,0.0818,0.0078,0.9104,0.0741
ST,11-02-04-m-047,6,NEU,0.0586,0.0063,0.9351,0.0524
ST,11-02-04-m-047,7,NEU,0.0139,0.0621,0.924,-0.0482
ST,11-02-04-m-047,8,POS,0.9507,0.0014,0.0479,0.9493
ST,11-02-04-m-047,9,NEG,0.0036,0.8923,0.1041,-0.8886
ST,11-02-04-m-047,10,NEU,0.1321,0.0824,0.7855,0.0497
ST,11-02-04-m-047,11,NEU,0.1578,0.0118,0.8304,0.1459
ST,11-02-04-m-047,12,NEU,0.02,0.2778,0.7022,-0.2578
ST,11-02-04-m-047,13,NEU,0.1115,0.0304,0.858,0.0811
ST,11-02-04-m-047,14,POS,0.9407,0.0012,0.0581,0.9395
ST,11-02-04-m-047,15,NEU,0.0843,0.0086,0.9071,0.0757
ST,11-02-04-m-047,16,NEU,0.0531,0.0841,0.8627,-0.031
ST,11-02-04-m-047,17,NEU,0.1464,0.0095,0.8441,0.1369
ST,11-02-04-m-047,18,NEU,0.0218,0.0143,0.964,0.0075
ST,11-02-04-m-047,19,NEU,0.068,0.0035,0.9285,0.0644
ST,11-02-04-m-047,20,NEU,0.2862,0.0032,0.7106,0.283
ST,11-02-04-m-047,21,POS,0.6539,0.002,0.3441,0.6519
ST,11-02-04-m-047,22,POS,0.8988,0.0018,0.0994,0.897
ST,11-02-04-m-047,23,NEG,0.0046,0.8054,0.19,-0.8008
ST,11-02-04-m-047,24,NEU,0.0369,0.0532,0.9099,-0.0163
ST,11-02-04-m-047,25,NEU,0.0729,0.0041,0.923,0.0687
ST,11-02-04-m-047,26,NEU,0.0172,0.0385,0.9443,-0.0213
ST,11-02-04-m-047,27,NEU,0.1157,0.0051,0.8792,0.1106
ST,11-02-04-m-047,28,NEU,0.0439,0.0066,0.9495,0.0373
ST,11-02-04-m-047,29,POS,0.6176,0.006,0.3764,0.6116
ST,11-02-04-m-047,30,NEU,0.0178,0.0102,0.972,0.0076
ST,11-02-04-m-047,31,NEU,0.1651,0.0066,0.8283,0.1584
ST,11-02-04-m-047,32,NEG,0.0045,0.7621,0.2334,-0.7575
ST,11-02-04-m-047,33,NEU,0.2977,0.0023,0.7,0.2954
ST,11-02-04-m-047,34,NEU,0.0162,0.0467,0.9371,-0.0304
ST,11-02-04-m-047,35,POS,0.745,0.0018,0.2531,0.7432
ST,11-02-04-m-047,36,NEU,0.0077,0.3886,0.6036,-0.3809
ST,11-02-04-m-047,37,POS,0.9549,0.0017,0.0434,0.9532
ST,11-02-04-m-047,38,POS,0.8243,0.0017,0.1741,0.8226
ST,11-02-04-m-047,39,POS,0.9909,0.0016,0.0075,0.9893
ST,11-02-04-m-051,0,POS,0.9768,0.0019,0.0213,0.9749
ST,11-02-04-m-051,1,POS,0.9651,0.0013,0.0337,0.9638
ST,11-02-04-m-051,2,NEU,0.0434,0.0214,0.9352,0.0219
ST,11-02-04-m-051,3,NEU,0.0187,0.0062,0.975,0.0125
ST,11-02-04-m-051,4,NEU,0.0113,0.0387,0.95,-0.0274
ST,11-02-04-m-051,5,NEU,0.0134,0.0498,0.9368,-0.0364
ST,11-02-04-m-051,6,NEU,0.2525,0.0037,0.7438,0.2489
ST,11-02-04-m-051,7,NEU,0.016,0.0093,0.9747,0.0067
ST,11-02-04-m-051,8,NEU,0.211,0.0239,0.765,0.1871
ST,11-02-04-m-051,9,NEU,0.0286,0.0042,0.9672,0.0243
ST,11-02-04-m-051,10,NEU,0.1991,0.0041,0.7968,0.195
ST,11-02-04-m-051,11,POS,0.8548,0.0035,0.1417,0.8513
ST,11-02-04-m-053,0,POS,0.9768,0.0019,0.0213,0.9749
ST,11-02-04-m-053,1,NEG,0.0034,0.9277,0.0689,-0.9244
ST,11-02-04-m-053,2,NEG,0.0034,0.8746,0.122,-0.8711
ST,11-02-04-m-053,3,NEG,0.0039,0.9367,0.0594,-0.9327
ST,11-02-04-m-053,4,NEG,0.0027,0.9678,0.0294,-0.9651
ST,11-02-04-m-053,5,NEU,0.0074,0.4957,0.497,-0.4883
ST,11-02-04-m-053,6,POS,0.4986,0.0046,0.4968,0.4941
ST,11-02-04-m-053,7,NEU,0.025,0.0264,0.9485,-0.0014
ST,11-02-04-m-053,8,NEG,0.0026,0.9555,0.0419,-0.953
ST,11-02-04-m-053,9,NEU,0.1286,0.0544,0.817,0.0742
ST,11-02-04-m-053,10,NEG,0.0062,0.8178,0.176,-0.8116
ST,11-02-04-m-053,11,POS,0.9581,0.0021,0.0398,0.956
ST,11-02-04-m-053,12,NEG,0.0055,0.6655,0.3289,-0.66
ST,11-02-04-p-121,0,POS,0.9422,0.0017,0.0561,0.9405
ST,11-02-04-p-121,1,NEG,0.0031,0.9322,0.0647,-0.9291
ST,11-02-04-p-121,2,NEG,0.0032,0.9351,0.0617,-0.9319
ST,11-02-04-p-121,3,POS,0.5342,0.0033,0.4625,0.5308
ST,11-02-04-p-121,4,POS,0.5034,0.0022,0.4944,0.5012
ST,11-02-04-p-121,5,NEU,0.3366,0.0079,0.6555,0.3287
ST,11-02-04-p-121,6,NEU,0.0241,0.0038,0.9721,0.0203
ST,11-02-04-p-121,7,NEU,0.0432,0.0035,0.9534,0.0397
ST,11-02-04-p-121,8,NEG,0.0058,0.5754,0.4188,-0.5696
ST,11-02-04-p-121,9,NEU,0.0791,0.0051,0.9158,0.0739
ST,11-02-04-p-121,10,POS,0.6849,0.002,0.3131,0.6829
ST,11-02-04-p-121,11,NEU,0.0139,0.0073,0.9789,0.0066
ST,11-02-04-p-121,12,POS,0.6823,0.0018,0.316,0.6805
ST,11-02-04-p-121,13,NEU,0.0371,0.0031,0.9598,0.034
ST,11-02-04-p-121,14,NEU,0.4202,0.003,0.5768,0.4171
ST,11-02-04-p-121,15,POS,0.6258,0.0033,0.3709,0.6225
ST,11-02-04-p-121,16,NEU,0.0164,0.006,0.9777,0.0104
ST,11-02-04-p-121,17,POS,0.5285,0.0022,0.4693,0.5264
ST,11-02-04-p-121,18,POS,0.9321,0.0012,0.0667,0.9308
ST,11-02-04-p-121,19,NEU,0.077,0.0176,0.9054,0.0594
ST,11-02-04-p-121,20,NEU,0.0469,0.0027,0.9504,0.0442
ST,11-02-04-p-121,21,NEG,0.0028,0.8765,0.1208,-0.8737
ST,11-02-04-p-121,22,NEG,0.0025,0.9293,0.0682,-0.9267
ST,11-02-04-p-121,23,NEU,0.0077,0.0709,0.9213,-0.0632
ST,11-02-04-p-121,24,NEG,0.005,0.6963,0.2987,-0.6912
ST,11-02-04-p-121,25,NEU,0.0593,0.0032,0.9374,0.0561
ST,11-02-04-p-121,26,NEU,0.011,0.069,0.9199,-0.058
ST,11-02-04-p-121,27,NEU,0.0074,0.0912,0.9015,-0.0838
ST,11-02-04-p-121,28,NEU,0.0284,0.005,0.9666,0.0234
ST,11-02-04-p-121,29,NEU,0.029,0.0058,0.9652,0.0233
ST,11-02-04-p-121,30,NEU,0.0242,0.0611,0.9148,-0.0369
ST,11-02-04-p-121,31,NEU,0.0064,0.2515,0.742,-0.2451
ST,11-02-04-p-121,32,NEU,0.0316,0.1447,0.8238,-0.1131
ST,11-02-04-p-121,33,NEU,0.0831,0.0025,0.9144,0.0805
ST,11-02-04-p-121,34,NEU,0.12,0.0027,0.8773,0.1173
ST,11-02-04-p-121,35,NEU,0.0681,0.0047,0.9272,0.0634
ST,11-02-04-p-121,36,NEU,0.0266,0.0042,0.9691,0.0224
ST,11-02-04-p-121,37,NEU,0.015,0.0071,0.9779,0.008
ST,11-02-04-p-121,38,NEU,0.0219,0.005,0.9731,0.017
ST,11-02-04-p-121,39,NEU,0.0339,0.0045,0.9616,0.0294
ST,11-02-04-p-121,40,NEU,0.024,0.0044,0.9716,0.0196
ST,11-02-04-p-121,41,NEU,0.4456,0.0039,0.5505,0.4416
ST,11-02-04-p-121,42,POS,0.9819,0.0012,0.0168,0.9807
ST,11-02-04-p-121,43,NEU,0.0341,0.0055,0.9604,0.0286
ST,11-02-04-p-121,44,POS,0.9862,0.001,0.0128,0.9851
ST,11-02-04-p-121,45,NEU,0.0378,0.0034,0.9588,0.0344
ST,11-02-04-p-121,46,POS,0.838,0.0027,0.1593,0.8353
ST,11-02-04-p-121,47,POS,0.8187,0.0017,0.1795,0.817
ST,11-02-04-p-121,48,NEU,0.0311,0.0106,0.9583,0.0206
ST,11-02-04-p-121,49,POS,0.5709,0.0025,0.4266,0.5683
ST,11-02-04-p-121,50,POS,0.6027,0.004,0.3934,0.5987
ST,11-02-04-p-121,51,NEU,0.3036,0.0031,0.6933,0.3005
ST,11-02-04-p-121,52,POS,0.7371,0.0027,0.2602,0.7344
ST,11-02-04-p-121,53,NEU,0.2894,0.0053,0.7053,0.2841
ST,11-02-04-p-121,54,NEU,0.1772,0.004,0.8188,0.1732
ST,11-02-04-p-121,55,POS,0.6482,0.0028,0.349,0.6454
ST,11-02-04-p-121,56,POS,0.5284,0.0327,0.4388,0.4957
ST,11-02-04-p-124,0,NEG,0.0025,0.9706,0.0269,-0.9681
ST,11-02-04-p-124,1,NEG,0.0034,0.9101,0.0865,-0.9067
ST,11-02-04-p-124,2,NEU,0.0073,0.3612,0.6315,-0.354
ST,11-02-04-p-124,3,NEG,0.0025,0.9252,0.0723,-0.9227
ST,11-02-04-p-124,4,POS,0.7096,0.0078,0.2826,0.7018
ST,11-02-04-p-124,5,POS,0.9577,0.0017,0.0406,0.956
ST,11-02-04-p-124,6,NEU,0.0493,0.0083,0.9424,0.041
ST,11-02-04-p-124,7,NEU,0.0273,0.0455,0.9272,-0.0183
ST,11-02-04-p-124,8,NEU,0.02,0.0088,0.9712,0.0112
ST,11-02-04-p-124,9,NEU,0.0632,0.0166,0.9203,0.0466
ST,11-02-04-p-124,10,NEU,0.2537,0.0078,0.7385,0.2459
ST,11-02-04-p-124,11,NEU,0.0311,0.025,0.9439,0.0062
ST,11-02-04-p-124,12,NEG,0.0029,0.893,0.1041,-0.8901
ST,11-02-04-p-124,13,NEG,0.0032,0.8987,0.0981,-0.8955
ST,11-02-04-p-124,14,NEU,0.0073,0.4495,0.5432,-0.4422
ST,11-02-04-p-124,15,NEG,0.0025,0.9695,0.0281,-0.967
ST,11-02-04-p-124,16,NEG,0.0032,0.8665,0.1303,-0.8633
ST,11-02-04-p-124,17,NEU,0.0126,0.025,0.9624,-0.0124
ST,11-02-04-p-124,18,NEU,0.1,0.0096,0.8903,0.0904
ST,11-02-04-p-124,19,NEG,0.0026,0.8939,0.1036,-0.8913
ST,11-02-04-p-124,20,NEU,0.2026,0.0043,0.7931,0.1983
ST,11-02-04-p-124,21,POS,0.8548,0.0035,0.1417,0.8513
ST,11-02-04-p-129,0,NEU,0.1653,0.0268,0.8079,0.1385
ST,11-02-04-p-129,1,NEU,0.0517,0.0158,0.9325,0.0359
ST,11-02-04-p-129,2,NEU,0.0415,0.0335,0.9251,0.008
ST,11-02-04-p-129,3,NEU,0.1185,0.0357,0.8458,0.0829
ST,11-02-04-p-129,4,NEG,0.0023,0.9495,0.0483,-0.9472
ST,11-02-04-p-129,5,NEG,0.0024,0.9608,0.0368,-0.9584
ST,11-02-04-p-129,6,NEG,0.0031,0.8755,0.1214,-0.8723
ST,11-02-04-p-129,7,NEG,0.0028,0.9568,0.0404,-0.9541
ST,11-02-04-p-129,8,NEG,0.003,0.8186,0.1784,-0.8156
ST,11-02-04-p-129,9,NEG,0.0023,0.9479,0.0498,-0.9456
ST,11-02-04-p-129,10,NEG,0.0047,0.7255,0.2698,-0.7209
ST,11-02-04-p-129,11,NEU,0.007,0.1928,0.8002,-0.1858
ST,11-02-04-p-129,12,NEG,0.0055,0.7074,0.2871,-0.7019
ST,11-02-04-p-129,13,NEG,0.0032,0.9122,0.0846,-0.909
ST,11-02-04-p-129,14,NEG,0.0024,0.9633,0.0343,-0.9609
ST,11-02-04-p-129,15,NEU,0.0099,0.0422,0.948,-0.0323
ST,11-02-04-p-129,16,NEU,0.0053,0.3643,0.6304,-0.3591
ST,11-02-04-p-129,17,NEU,0.0077,0.2699,0.7224,-0.2621
ST,11-02-04-p-129,18,NEG,0.003,0.8659,0.1312,-0.8629
ST,11-02-04-p-129,19,NEG,0.0057,0.598,0.3964,-0.5923
ST,11-02-04-p-129,20,NEG,0.0039,0.676,0.32,-0.6721
ST,11-02-04-p-129,21,NEU,0.0093,0.2223,0.7683,-0.213
ST,11-02-04-p-129,22,NEG,0.0054,0.5804,0.4143,-0.575
ST,11-02-04-p-129,23,NEU,0.0158,0.2601,0.7241,-0.2444
ST,11-02-04-p-129,24,NEU,0.2241,0.008,0.768,0.2161
ST,11-02-04-p-129,25,POS,0.6824,0.006,0.3116,0.6764
ST,11-02-04-p-129,26,NEG,0.0024,0.953,0.0446,-0.9506
ST,11-02-04-p-132,0,POS,0.9768,0.0019,0.0213,0.9749
ST,11-02-04-p-132,1,NEG,0.005,0.7082,0.2868,-0.7032
ST,11-02-04-p-132,2,NEG,0.0031,0.964,0.0329,-0.9609
ST,11-02-04-p-132,3,NEG,0.0031,0.8179,0.1791,-0.8148
ST,11-02-04-p-132,4,NEU,0.166,0.0108,0.8231,0.1552
ST,11-02-04-p-132,5,NEG,0.0056,0.6633,0.3311,-0.6577
ST,11-02-04-p-132,6,NEU,0.0187,0.374,0.6073,-0.3552
ST,11-02-04-p-132,7,NEG,0.0041,0.8877,0.1082,-0.8837
ST,11-02-04-p-132,8,NEG,0.0041,0.7224,0.2735,-0.7183
ST,11-02-04-p-132,9,NEG,0.0065,0.6186,0.3749,-0.6121
ST,11-02-04-p-132,10,NEU,0.2734,0.0043,0.7223,0.2691
ST,11-02-04-p-132,11,NEG,0.0023,0.9676,0.03,-0.9653
ST,11-02-04-p-132,12,NEG,0.01,0.6522,0.3378,-0.6422
ST,11-02-04-p-132,13,NEG,0.0034,0.786,0.2106,-0.7826
ST,11-02-04-p-132,14,NEU,0.0069,0.2325,0.7607,-0.2256
ST,11-02-04-p-132,15,NEG,0.0026,0.9281,0.0693,-0.9255
ST,11-02-04-p-132,16,NEU,0.396,0.0037,0.6003,0.3923
ST,11-02-04-p-140,0,POS,0.9807,0.0016,0.0177,0.9792
ST,11-02-04-p-140,1,POS,0.9768,0.0012,0.022,0.9756
